x_data	 y_data	  functional value
2.323848	  -4.375556	 -0.127369
1.466516	  0.431208	 0.675883
-1.169599	  -2.290195	 -0.032008
-4.589938	  -1.355434	 -0.109763
4.302049	  7.241499	 0.065281
0.480638	  4.042921	 -0.245099
-8.391905	  -7.472321	 -0.205128
-2.060302	  -3.655078	 -0.328176
4.489873	  -1.383918	 -0.166752
-0.810657	  -6.405194	 0.317557
4.409141	  0.210185	 -0.356993
-9.743325	  -1.029423	 -0.229310
4.151590	  0.334639	 -0.400266
-4.146455	  -1.463531	 -0.345709
6.410209	  0.822691	 0.356601
-5.108487	  0.085731	 -0.116087
-8.358684	  -4.772473	 -0.296727
-3.665080	  -0.943768	 -0.454125
-1.180914	  -3.343182	 -0.357845
3.083113	  8.640523	 -0.123264
-1.091824	  -4.212518	 -0.234235
-8.116223	  8.426118	 -0.021596
1.708726	  7.780023	 0.123018
1.981913	  -1.770398	 -0.152584
6.012367	  0.092489	 0.324450
-5.841033	  -7.160408	 -0.130964
1.088055	  7.529251	 0.275866
5.135668	  1.455788	 -0.138261
1.299557	  1.846639	 0.197468
6.468888	  2.881041	 0.390871
-1.123932	  -2.973823	 -0.257511
4.399421	  0.359063	 -0.341944
-5.161475	  4.733553	 0.380923
-0.616848	  0.710774	 0.753510
-0.353174	  -9.085850	 -0.194228
1.825361	  -0.398765	 0.325647
-0.903055	  -3.264978	 -0.323602
-10.082543	  -3.478920	 -0.234221
3.199976	  7.086166	 0.161650
1.896907	  4.643059	 -0.209312
-0.380622	  -9.620630	 -0.292739
-6.590803	  0.936537	 0.295989
8.023237	  -3.022338	 0.015592
9.600109	  -3.767042	 -0.246942
-12.899872	  0.542245	 0.129529
-0.234658	  1.310663	 0.549332
4.588165	  4.333306	 0.262477
10.047450	  3.477574	 -0.237797
3.351657	  14.659252	 -0.032807
3.764620	  0.766462	 -0.428496
2.156482	  -0.971429	 0.031474
0.826288	  -2.650565	 -0.210330
-7.019372	  5.771793	 -0.125149
0.631938	  0.582820	 0.850358
0.006565	  3.643001	 -0.255840
-0.806425	  7.563644	 0.275690
-1.325730	  2.582505	 -0.160309
-4.493605	  2.331886	 -0.166220
1.504516	  2.153786	 -0.017023
-0.122941	  3.083452	 -0.364406
10.902685	  11.280055	 -0.163278
0.304601	  -1.928737	 0.240001
2.907130	  1.920358	 -0.418313
2.465340	  -3.345715	 -0.331035
-0.397776	  10.442514	 -0.346999
5.029749	  1.321642	 -0.153889
-3.326806	  1.583467	 -0.476207
2.086367	  11.656172	 0.017972
-2.814867	  -3.410987	 -0.203604
1.154803	  2.317882	 -0.238222
-3.721165	  4.100973	 -0.019074
2.653490	  2.715383	 -0.520494
-2.603570	  -2.622001	 -0.360927
-13.958929	  3.280504	 0.117338
-4.386555	  -5.162576	 0.300548
1.940318	  1.680881	 0.030200
10.230725	  -8.891228	 0.236799
7.818354	  5.439552	 -0.087514
-2.087428	  0.674161	 0.154404
-0.053837	  6.578545	 0.224555
-4.629083	  -1.718518	 -0.096124
-2.832547	  -4.183665	 -0.098975
0.134940	  1.376856	 0.611105
-5.995465	  4.383660	 0.267894
-0.259849	  -2.056805	 0.193780
-4.763538	  -6.532572	 0.156476
-8.492659	  -1.640668	 0.123406
-3.088904	  -4.118569	 0.008222
0.523088	  -2.192559	 0.075217
1.761320	  5.684795	 0.077476
7.868519	  -3.276087	 -0.000854
-2.535785	  -1.921843	 -0.247600
4.807210	  -5.897819	 0.210977
0.030732	  -1.506948	 0.479218
-3.377322	  -0.765521	 -0.431170
-2.851291	  -0.550433	 -0.192520
0.901371	  -8.445441	 -0.056775
0.708818	  -0.358378	 0.885725
-4.855469	  5.511427	 0.243527
2.717465	  -0.422060	 -0.079601
2.241330	  -9.241460	 -0.258909
-2.195916	  -1.168591	 -0.062812
-2.813105	  -10.198026	 -0.134482
-7.936215	  2.572396	 0.151533
3.318114	  0.098584	 -0.348547
-0.147968	  9.603214	 -0.273417
0.837865	  3.112636	 -0.258617
-7.612088	  4.762673	 -0.293947
-2.529047	  0.873903	 -0.016898
2.873062	  -4.260470	 -0.204865
-3.472202	  6.305340	 0.437846
-4.414005	  0.975993	 -0.305703
-8.847258	  -4.393567	 -0.222899
-2.089196	  1.816568	 -0.154070
10.092156	  -9.206344	 0.098109
7.088104	  -7.852936	 -0.149620
2.738010	  -6.341930	 0.317980
-9.063997	  -4.706066	 -0.249972
-3.819779	  6.668381	 0.220092
0.254249	  -3.419100	 -0.312497
-7.214790	  1.266215	 0.312236
-15.064212	  -10.175854	 0.046915
0.774815	  -2.776541	 -0.252152
-2.793144	  -1.895860	 -0.399716
-4.130648	  -6.630269	 0.254107
5.417960	  -3.235494	 0.203702
0.200159	  -0.764105	 0.748151
-3.242121	  -1.155627	 -0.510787
-1.746388	  2.135740	 -0.206515
-1.213331	  -2.269054	 -0.069222
8.575129	  -4.953113	 -0.149774
3.197493	  8.844699	 -0.150956
-1.434929	  3.987050	 -0.408502
-2.406425	  4.088907	 -0.265378
-0.114224	  2.640779	 -0.189991
7.777562	  -0.932945	 0.170439
-5.655624	  6.387055	 0.021495
1.477179	  0.031893	 0.591828
-2.638773	  -4.137473	 -0.229955
-2.445948	  -5.284879	 -0.038603
-6.252652	  -5.035880	 0.102492
1.091420	  -4.861132	 -0.121020
-3.466880	  -2.134334	 -0.327304
0.150544	  3.248552	 -0.371197
2.270467	  7.488271	 0.400356
3.860856	  -2.253370	 -0.336261
-5.098205	  2.511193	 0.078020
3.605729	  1.676082	 -0.478972
-8.486443	  5.618521	 -0.358505
4.451927	  -7.028736	 -0.001068
-1.869437	  -0.814433	 0.206204
0.737150	  10.561497	 -0.200586
-7.019729	  4.842638	 0.142477
2.104705	  -3.832309	 -0.358718
7.833373	  7.783380	 -0.248788
6.664827	  5.477275	 0.052530
8.672289	  -0.639527	 -0.035701
-2.539963	  7.915676	 0.167279
-4.324641	  -0.236129	 -0.406395
7.387325	  0.313917	 0.111441
6.550490	  9.348046	 -0.053324
-3.435805	  13.004057	 0.187708
0.513641	  1.356149	 0.475958
2.671329	  -5.327153	 0.260832
2.349681	  3.198511	 -0.488815
1.735312	  1.429582	 0.150040
2.791101	  -1.241884	 -0.300125
4.044514	  -3.220005	 -0.069764
8.078933	  2.214478	 0.217778
-2.099168	  3.878540	 -0.289589
-2.753052	  -0.313355	 -0.195395
2.267328	  -1.770682	 -0.121304
10.010042	  -8.845422	 0.268644
-2.123663	  6.143599	 0.185049
-4.083401	  -1.103294	 -0.348446
4.762367	  4.348310	 0.189303
0.540923	  10.619574	 -0.287929
1.383448	  -1.229349	 0.308070
1.410155	  8.290882	 0.102897
-8.177720	  -4.971888	 -0.252361
2.252066	  -4.737241	 -0.021304
4.506523	  1.453404	 -0.240641
-9.472015	  0.189562	 -0.172133
-1.451623	  1.678453	 0.149686
-1.116319	  -3.389024	 -0.330087
4.936672	  11.269282	 0.069456
-4.370481	  3.612686	 0.068017
5.338714	  4.576427	 0.257840
0.187011	  -0.625702	 0.861894
0.249154	  0.416267	 0.943940
-4.123427	  -0.560016	 -0.426849
0.144849	  -4.557284	 -0.360839
-2.195412	  12.624891	 0.233232
-5.256771	  -6.256958	 0.147714
4.649929	  4.683743	 0.307306
-4.132242	  4.035860	 -0.043673
1.404683	  -0.912155	 0.286450
-4.693072	  6.392107	 0.205533
0.795434	  5.394579	 -0.041422
1.411231	  8.064906	 0.059920
1.740947	  5.849059	 0.122590
3.760462	  -4.701426	 0.154417
2.608320	  -0.962933	 -0.101797
-2.436914	  -3.198164	 -0.404268
6.352367	  6.345545	 -0.118754
3.254272	  -2.242741	 -0.443375
4.663841	  7.511964	 0.056379
-1.763504	  9.779727	 -0.281233
6.356254	  1.571957	 0.168803
-7.601280	  -9.043766	 -0.054859
-0.684822	  -7.950601	 0.080414
-3.124178	  -7.104373	 0.273948
-0.986016	  5.499990	 -0.001165
-3.096543	  0.999018	 -0.400816
-5.607340	  -4.698340	 0.261567
5.262968	  -3.521248	 0.287073
-3.570178	  3.924241	 -0.073103
-3.882998	  -0.585007	 -0.349799
0.563963	  9.083987	 -0.149820
1.754660	  4.363308	 -0.418181
11.474328	  0.693293	 -0.074643
4.771592	  4.016139	 0.180558
-4.937689	  -4.730612	 0.299400
-0.449088	  -12.049437	 0.034928
5.885385	  -1.561809	 0.164899
2.282110	  -1.151861	 -0.213003
1.383237	  5.044498	 -0.090825
-3.839392	  -0.218334	 -0.517229
0.593076	  -2.386112	 -0.077622
5.332115	  2.819550	 0.239055
-0.331865	  -3.032718	 -0.220650
1.838946	  -4.563291	 -0.209150
-8.921965	  0.824277	 -0.147756
-2.209258	  -4.922231	 -0.009009
-1.908441	  -4.381424	 -0.445088
-0.399056	  1.114549	 0.633458
-2.551364	  -4.758005	 -0.096051
5.049045	  -7.305246	 -0.095788
-3.572575	  -0.206981	 -0.352015
-2.065746	  -13.093805	 0.261514
1.395885	  4.915796	 -0.153165
-3.030750	  -0.495479	 -0.366416
-3.690094	  1.056221	 -0.396352
-14.689820	  -2.918154	 0.005624
0.977223	  7.138625	 0.296440
1.241791	  2.859454	 -0.359613
4.130868	  -3.361163	 -0.222653
6.596650	  5.677010	 0.034914
-3.500501	  -7.738011	 0.109269
-3.682312	  3.872783	 0.103123
-6.071376	  -6.031086	 0.036978
1.376717	  -14.471082	 0.132295
-2.734211	  2.729979	 -0.373855
4.849122	  -2.797523	 0.023820
-7.587781	  4.510764	 -0.203641
4.627567	  5.777792	 0.300098
8.007812	  0.839687	 0.147603
5.559947	  -3.786616	 0.295261
0.420451	  1.427800	 0.541285
-2.695187	  -3.624687	 -0.267896
5.390007	  -4.328331	 0.338046
-2.168147	  8.510912	 -0.084581
-6.600036	  5.272887	 0.036814
7.149053	  4.428433	 0.146882
-3.328116	  -0.990188	 -0.359271
-5.734755	  1.953986	 0.184312
2.612531	  -0.732619	 -0.147293
4.643236	  1.053433	 -0.156963
-0.075527	  -8.419419	 0.118219
-4.488615	  0.909006	 -0.345403
-0.125672	  -6.096164	 0.113104
-0.078175	  -8.092792	 0.125738
-5.242600	  6.252935	 0.129673
-8.930800	  -7.234830	 -0.025806
6.879058	  2.936146	 0.137917
1.887014	  -7.545449	 0.302728
0.985160	  -10.745128	 -0.110948
5.379290	  -3.034177	 0.235658
-4.981390	  -1.535535	 -0.136796
7.169504	  2.879167	 0.243358
-5.284803	  1.271333	 0.010098
-4.017785	  -4.734854	 0.340798
5.263406	  -2.830514	 0.196422
-3.003891	  -2.744439	 -0.460994
4.009094	  4.805480	 0.160625
-3.125371	  -1.384899	 -0.312805
0.993090	  5.487336	 0.097753
4.406142	  -3.064189	 0.064988
-4.124004	  -4.965926	 0.350771
10.306998	  -6.596541	 0.133169
-4.894571	  -4.386802	 0.270844
-8.896341	  -2.639428	 -0.159743
-1.524686	  -5.765449	 0.020035
-6.223550	  -3.469155	 0.288226
3.896515	  -6.452335	 0.324387
-1.767434	  0.951469	 0.188100
2.274395	  3.628376	 -0.264709
-0.348759	  -1.639228	 0.451320
1.242329	  -7.058984	 0.300122
0.895358	  -3.738002	 -0.482556
-1.259989	  7.953830	 0.209773
-1.143805	  4.318548	 -0.415942
-0.917962	  6.281533	 0.171260
-4.753772	  4.787622	 0.276791
-3.909966	  1.171301	 -0.409237
8.907666	  -4.345398	 -0.135875
9.771180	  6.341422	 -0.077436
0.194984	  0.557386	 0.950042
-5.142596	  -4.191803	 0.219737
3.109416	  -0.392789	 -0.238091
1.187283	  -7.897293	 0.228910
-5.709491	  8.972614	 -0.214658
8.000697	  0.685698	 0.150981
-0.379826	  -0.663782	 0.841812
-8.578173	  10.590034	 0.210854
-1.849818	  -3.326016	 -0.318087
-0.292378	  1.420269	 0.523292
-6.022965	  -12.904315	 0.088613
-2.374550	  -3.533032	 -0.480959
6.860999	  3.329898	 0.380205
-0.782159	  -5.079187	 -0.168696
2.965218	  -2.277310	 -0.341101
-3.194408	  -0.196746	 -0.236322
1.772203	  -4.003131	 -0.260291
2.460760	  2.062839	 -0.335376
3.094835	  6.511479	 0.221742
-0.216962	  0.332419	 0.868530
-0.862691	  -5.460680	 -0.111363
6.623106	  3.644463	 0.239529
0.700589	  -7.031815	 0.322110
1.613008	  -2.139018	 -0.036529
-0.013743	  -0.135446	 0.921209
-0.229119	  1.919897	 0.230490
2.144961	  -0.185961	 0.036234
-0.499893	  -5.290925	 -0.198373
-0.669960	  -3.522738	 -0.422791
-5.133684	  -1.087505	 -0.064044
0.558738	  -2.217934	 -0.008946
5.567876	  -2.965692	 0.410996
0.354078	  -8.007053	 0.184048
-2.768946	  3.892551	 -0.255195
-0.506097	  1.793851	 0.362368
6.402096	  -5.197214	 0.118899
-6.140718	  1.050353	 0.054772
2.249142	  -0.168019	 0.036386
-2.040463	  -5.550273	 0.214884
-5.513369	  1.045064	 -0.046809
0.342015	  -0.044471	 1.048608
-1.911716	  5.220242	 0.063244
-3.039332	  2.726872	 -0.472001
4.081907	  -0.432906	 -0.346033
-8.061452	  1.238720	 0.101453
0.005429	  -2.534730	 -0.162532
-4.651765	  -2.538740	 -0.054381
-6.160891	  -5.630458	 0.111413
0.106699	  -0.936871	 0.760088
2.130397	  -3.857188	 -0.361762
-1.019216	  -5.392922	 0.164961
7.197562	  -0.485320	 0.367001
-3.429465	  0.644128	 -0.462089
11.392826	  -6.951374	 0.266354
-2.419352	  -1.211072	 -0.177956
3.221117	  -1.950458	 -0.450911
4.689016	  3.783768	 0.151290
-1.277066	  -1.438069	 0.291294
9.337766	  2.930347	 -0.245115
1.936885	  -5.840619	 0.145237
1.847107	  3.429031	 -0.524287
7.954972	  -2.080533	 0.225702
-1.211510	  -4.353184	 -0.315262
-7.153869	  1.049303	 0.271556
-4.216836	  -7.913973	 -0.256345
-2.795571	  13.153813	 0.177507
-0.643811	  1.467760	 0.344888
2.611320	  -7.268894	 0.327032
-5.218204	  3.032897	 0.059466
0.080393	  -2.063600	 0.224711
8.859003	  1.337153	 -0.032003
9.536550	  4.079116	 -0.363994
-6.189477	  7.005651	 -0.128935
-3.093017	  5.134551	 0.028961
2.701215	  3.785227	 -0.206898
-5.539835	  11.601994	 0.163266
6.368137	  -7.623511	 -0.318769
-0.706706	  0.760235	 0.777848
-0.347820	  -1.926073	 0.170471
-9.847806	  -2.045223	 -0.285493
6.841002	  -2.945644	 0.287184
-7.204716	  -7.366567	 -0.259182
5.213985	  2.522933	 0.054400
7.085534	  -3.196461	 0.250682
2.948629	  -0.876297	 -0.332055
-6.365602	  4.241504	 0.300721
0.644881	  -6.695927	 0.227808
-0.333772	  6.745134	 0.336311
-0.030828	  1.770513	 0.272070
2.032590	  -1.913757	 -0.174371
2.556847	  -7.984359	 0.020242
-2.836573	  -7.615959	 0.170040
12.012595	  1.342460	 0.176471
-0.511270	  -2.122008	 0.190922
-2.843142	  5.664225	 0.237265
-3.424556	  -4.741917	 0.126524
-2.858832	  -0.001711	 -0.220515
-6.187529	  -3.404527	 0.387944
4.288997	  1.932764	 -0.155931
-0.680817	  -2.367174	 -0.104973
2.667346	  6.704045	 0.211006
-8.087069	  -5.054263	 -0.277134
0.654375	  5.278768	 -0.078606
-2.387975	  2.698722	 -0.325315
-1.401047	  -3.549402	 -0.430162
5.253083	  -0.234782	 -0.018043
0.255489	  -3.672805	 -0.471775
5.413570	  -0.856088	 -0.061192
-1.773107	  -1.566143	 -0.006951
2.564257	  2.092789	 -0.310729
-1.859270	  4.606386	 -0.030946
2.576121	  -2.327209	 -0.371409
-8.913616	  2.870183	 -0.130301
6.946751	  -13.119154	 0.010917
-11.377060	  -0.675513	 -0.089851
2.322312	  -4.554502	 -0.169695
-5.300107	  -1.148575	 -0.018081
1.432762	  0.817799	 0.595810
6.399539	  -1.963448	 0.294396
-0.706640	  6.889543	 0.167022
5.810770	  -8.332880	 -0.212727
0.086031	  7.630656	 0.250252
-4.022786	  2.462713	 -0.254248
-4.100955	  -4.085517	 0.149814
4.449616	  -4.979729	 0.229173
1.762612	  -2.220363	 -0.190558
-8.911259	  -1.948813	 0.006691
3.492595	  3.473317	 -0.277971
4.939525	  -0.952757	 -0.304075
2.963936	  3.560814	 -0.284666
4.695395	  8.883622	 -0.106338
-12.156963	  -1.843631	 0.110422
-0.009928	  -7.535748	 0.205184
-0.348302	  -5.103717	 -0.124032
0.714261	  2.335290	 -0.157229
0.487416	  -4.560448	 -0.352168
4.034661	  -7.146225	 0.226072
2.924827	  -0.116038	 -0.176831
3.472774	  -4.358998	 -0.002443
4.245512	  -0.098861	 -0.444298
7.893557	  2.537767	 0.096828
6.642508	  0.517670	 0.265367
-4.261365	  -0.103915	 -0.370893
1.081360	  -5.732555	 0.037678
10.558292	  6.632752	 0.200479
-1.568515	  -4.873855	 -0.102738
0.620406	  7.273323	 0.346793
-1.416880	  0.122459	 0.529111
0.674018	  -2.501864	 0.063201
-2.766955	  -6.100399	 0.305050
-9.987963	  2.549804	 -0.307857
1.477987	  2.703758	 -0.224823
0.444896	  1.427640	 0.511862
4.060369	  -0.238186	 -0.419403
0.025029	  -1.330327	 0.608590
2.280041	  -8.346240	 -0.235783
2.363304	  -7.648557	 0.191186
-0.099966	  -4.330061	 -0.372872
5.914366	  -2.621199	 0.251920
-4.902637	  -6.274765	 0.234537
0.734406	  1.341310	 0.486456
-3.382971	  5.075092	 0.107711
1.550795	  -5.007153	 -0.120855
0.744552	  1.263196	 0.485205
6.277967	  -5.443960	 0.053008
-2.455373	  -0.329369	 -0.013941
-3.846847	  -2.166201	 -0.320438
-2.161128	  -0.922160	 0.076266
-4.613207	  -4.168068	 0.197070
4.306197	  5.099024	 0.250416
4.558547	  0.543525	 -0.455524
-4.264684	  3.211930	 0.061531
0.759209	  4.900795	 -0.205992
-8.082340	  -7.228195	 -0.138823
-0.386478	  -7.560686	 0.151574
-14.314382	  4.733501	 -0.041793
-3.332914	  -9.862619	 -0.354647
4.743856	  3.092717	 0.087682
2.226626	  -5.749786	 0.143468
5.170553	  -3.789978	 0.215428
1.037653	  1.745679	 0.111382
-0.502600	  -2.348042	 -0.092371
4.924124	  -0.292895	 -0.149733
9.140104	  1.659538	 -0.189569
4.257821	  8.215276	 -0.291409
1.187314	  -5.658328	 0.038421
3.103563	  -0.128052	 -0.226387
6.644696	  -1.915261	 0.332414
-4.455755	  -0.246719	 -0.264475
-1.008593	  0.166943	 0.620340
6.634706	  9.435264	 0.013212
-5.860523	  5.521207	 0.206206
-7.903526	  -10.372747	 0.136941
6.985728	  6.192841	 -0.176164
-0.346725	  4.060802	 -0.349120
-4.151941	  -0.819935	 -0.447408
-8.382863	  0.896603	 -0.049702
-5.286226	  -7.639783	 -0.168804
-1.206101	  -0.335332	 0.533379
4.212830	  -2.419579	 -0.196234
-2.544972	  10.270961	 -0.243002
3.508323	  -4.625901	 0.001555
1.341912	  4.136012	 -0.402277
-3.564586	  3.637025	 -0.130768
-8.018971	  -8.473006	 -0.140280
0.511629	  -4.922120	 -0.133591
-0.336145	  3.862434	 -0.516468
3.333952	  -0.667348	 -0.295670
-5.349578	  -6.048353	 0.109127
6.465205	  2.930371	 0.333467
2.039533	  -1.023090	 0.030589
-2.012135	  2.737245	 -0.235322
1.482666	  -2.357805	 -0.196017
2.826980	  1.196096	 -0.300602
-5.488607	  -1.181630	 0.050917
7.489422	  -1.871002	 0.324415
-7.640179	  -5.648085	 -0.264089
-8.654108	  -5.911282	 -0.352754
-2.608479	  -5.288342	 0.027527
-1.917076	  5.451022	 0.202087
-2.911786	  -3.582384	 -0.298382
-1.962750	  1.895825	 -0.234534
-1.073818	  0.191139	 0.697862
9.689907	  -2.575892	 -0.218978
-2.176543	  -4.780266	 -0.052019
2.849409	  -2.158845	 -0.292609
4.805145	  4.397577	 0.286859
-5.524683	  -2.903839	 0.261758
3.117148	  -1.161993	 -0.641154
4.582546	  -1.440217	 -0.302831
2.410603	  -10.080810	 -0.352551
0.814395	  -0.931901	 0.656605
0.863915	  -2.601275	 -0.140711
1.541575	  4.411709	 -0.211129
0.403083	  0.495026	 1.007079
-2.238291	  2.205635	 -0.260300
-8.272513	  -1.137654	 0.136015
6.822276	  -3.881174	 0.150508
4.159209	  9.294680	 -0.190836
9.911709	  -0.867938	 -0.294995
0.359901	  1.259422	 0.649006
1.167191	  -3.156236	 -0.371011
-5.123192	  1.309300	 -0.062874
3.078064	  4.318306	 -0.031011
-1.114581	  4.155042	 -0.360600
0.776734	  6.853146	 0.317628
-2.141701	  0.400686	 0.235044
3.542210	  11.220034	 0.052048
-7.416243	  -9.704330	 0.021055
-4.658545	  -3.379976	 0.088316
0.713379	  3.733929	 -0.310677
8.626685	  -7.329654	 -0.148468
-1.153683	  0.061965	 0.558763
6.023040	  -3.801662	 0.244656
-1.952350	  1.644980	 0.090193
2.305739	  -9.196211	 -0.146696
0.762531	  4.858396	 -0.246106
3.653815	  -2.004951	 -0.438911
3.225323	  -3.075658	 -0.331131
-4.109979	  8.982484	 -0.165314
-2.179008	  -4.668393	 -0.234871
3.490700	  0.453365	 -0.407995
-9.096462	  6.107005	 -0.241628
2.933722	  -2.630432	 -0.276255
-2.186058	  11.309470	 -0.091510
9.644898	  0.569892	 -0.135265
4.753297	  2.978710	 -0.102788
-1.851269	  -2.424937	 -0.322155
6.522271	  4.306640	 0.209313
-4.689292	  2.723247	 -0.064374
-1.136310	  0.671547	 0.586224
0.339040	  2.761667	 -0.229017
-1.269698	  -4.567511	 -0.219803
4.997941	  7.969403	 -0.207022
-7.017818	  -6.185483	 -0.224453
-1.736242	  1.991063	 -0.154690
0.694992	  1.047000	 0.523497
-4.346051	  -2.393729	 -0.145159
-1.674564	  -3.345969	 -0.372981
2.623966	  1.523452	 -0.415500
0.723969	  -0.839682	 0.703964
-0.741214	  -11.033330	 -0.293218
1.037324	  8.768855	 -0.099665
-1.450200	  -5.604863	 0.069170
6.990932	  -9.078783	 -0.088528
1.627333	  9.176015	 -0.153859
-3.820824	  0.308612	 -0.438099
-2.868562	  -6.003566	 0.141714
8.583907	  -3.623771	 -0.138193
6.576191	  -2.922280	 0.316431
7.728736	  2.429197	 0.036111
0.608618	  3.275531	 -0.422705
2.416708	  0.596755	 -0.006251
6.048529	  5.429657	 0.126442
-5.021145	  -8.569327	 -0.305623
0.139949	  1.090223	 0.657209
-9.045169	  -1.599377	 -0.144052
1.664994	  -3.926071	 -0.456569
8.902212	  -10.730908	 0.049494
-2.123649	  -2.646195	 -0.308477
10.196168	  -6.093616	 0.151602
1.710231	  7.028020	 0.301724
-2.105127	  1.347814	 -0.041857
-6.818807	  -4.817148	 0.154943
3.038447	  5.791654	 0.149720
0.417431	  -1.161871	 0.651648
-5.617856	  -1.520140	 0.064234
1.686128	  -3.304906	 -0.427821
2.673163	  5.590329	 0.073416
4.076965	  -15.877114	 -0.291819
-0.912456	  2.982872	 -0.339768
-8.893572	  2.379095	 -0.199521
0.785874	  -4.026750	 -0.251655
2.630259	  -8.349606	 0.072868
3.723077	  0.890739	 -0.385085
-4.072939	  2.721897	 -0.135831
-7.988320	  -1.486840	 0.178720
0.876016	  4.772702	 -0.193862
-1.878592	  7.877343	 0.200703
-6.756501	  -5.624141	 -0.119250
-5.325365	  3.875058	 0.263546
0.605939	  4.153284	 -0.414152
-3.527562	  3.383864	 -0.361650
2.956425	  0.717745	 -0.233475
6.241896	  -12.984400	 0.120535
0.164825	  -0.364933	 0.944848
4.925825	  0.428721	 -0.220508
-6.161571	  -1.901002	 0.268711
-2.577389	  -1.750849	 -0.331350
7.765576	  -1.615061	 0.307962
6.493167	  -8.772312	 -0.286320
-7.252916	  -5.996226	 -0.075426
-2.460996	  4.132013	 -0.353048
-9.376326	  9.307577	 0.306621
-2.666075	  2.180162	 -0.451455
-1.965226	  7.390153	 0.240027
-6.678681	  9.537084	 -0.168308
-1.116366	  -4.892246	 -0.279668
-3.842139	  2.326803	 -0.218548
-3.216452	  3.986808	 -0.225858
-2.976979	  -2.905639	 -0.459685
0.157961	  3.162485	 -0.219015
-14.355501	  -0.009842	 0.013158
1.894485	  -4.518754	 -0.116689
11.560812	  4.372249	 0.226905
2.235602	  -2.667620	 -0.292858
-3.584137	  1.388879	 -0.481058
-0.398645	  5.145983	 -0.150546
-0.128330	  0.758113	 0.825460
-0.022508	  0.279343	 0.940659
-5.878527	  -2.047984	 0.340936
2.214486	  -9.730570	 -0.227143
1.438106	  -9.739300	 -0.136266
-9.795602	  0.071718	 -0.275860
-2.600388	  -13.047537	 0.188048
5.395248	  0.798722	 -0.043602
-0.667058	  3.260196	 -0.358862
-2.115922	  1.798587	 -0.161676
2.041838	  -4.823950	 -0.135618
9.494403	  2.932229	 -0.240595
-4.384085	  -6.062969	 0.320997
1.503741	  -1.997201	 -0.016191
-0.976302	  -1.220269	 0.392059
2.479672	  -0.914339	 -0.266537
1.904628	  -4.851615	 0.012156
-10.702430	  2.414295	 -0.218846
1.715666	  3.472638	 -0.399781
2.453724	  -6.679305	 0.243594
9.992516	  -4.067128	 -0.164293
-4.732387	  -7.614112	 -0.095741
-0.605699	  2.102771	 -0.051106
0.238342	  -4.024103	 -0.439427
4.065902	  -0.309412	 -0.375602
4.215544	  -2.933874	 -0.080319
-9.577651	  -2.115545	 -0.318010
0.595128	  -7.717110	 0.172145
0.712734	  -2.957797	 -0.404073
6.408912	  -1.908362	 0.340329
5.961521	  -0.860738	 0.156932
4.036404	  4.141622	 0.035333
2.465259	  -5.565709	 0.123785
5.217567	  -4.225334	 0.335082
-5.435763	  -3.901120	 0.335105
5.002869	  2.463047	 0.042490
-4.135147	  1.722572	 -0.250883
-0.614857	  -2.792789	 -0.125682
-1.093967	  -0.737668	 0.690470
-13.145351	  -1.913716	 0.183920
-1.165503	  -9.509004	 -0.187024
-5.426609	  -8.465030	 -0.314907
0.936695	  -0.460097	 0.629001
3.272564	  7.113943	 0.226310
6.897594	  4.036058	 0.124786
3.101148	  8.169023	 -0.079896
5.833212	  0.426746	 0.158174
-5.466212	  -3.164849	 0.221644
1.753696	  4.804289	 -0.185381
-0.925424	  5.171553	 -0.099855
3.020515	  0.705578	 -0.399368
-7.058765	  2.129819	 0.219593
-4.217302	  -2.046096	 -0.118267
1.271455	  0.521709	 0.604190
-3.139966	  -4.251177	 -0.045815
-2.629150	  -2.563274	 -0.319740
4.194834	  -8.612182	 -0.070037
-6.354255	  2.043494	 0.359403
5.310594	  -3.098448	 -0.048385
-2.991921	  -3.414689	 -0.341010
-2.073509	  -4.802341	 -0.020754
-1.060967	  3.682473	 -0.372045
-6.387085	  -1.821669	 0.335040
-1.662627	  5.249318	 0.042605
13.259022	  4.192825	 0.089701
-0.269168	  -7.139982	 0.247213
1.371514	  0.841702	 0.479245
-4.980587	  -1.215878	 -0.184973
5.451116	  2.343829	 0.094567
-4.713022	  0.222718	 -0.356998
-2.152524	  0.005652	 0.102926
9.312409	  0.859261	 -0.194796
-6.639963	  -2.442637	 0.198658
1.766324	  -12.068909	 0.144089
-8.328725	  -0.953532	 0.154393
0.823541	  1.044819	 0.493947
-1.729118	  -1.431481	 0.112811
1.747139	  5.795991	 0.174633
-9.782744	  0.631562	 -0.169034
2.716811	  1.829639	 -0.341015
-1.582074	  -3.020506	 -0.378349
2.392189	  0.248807	 0.057416
-5.694726	  -1.653388	 0.154174
2.541172	  -1.856437	 -0.222112
-5.190778	  2.086378	 0.062278
0.602696	  -4.258292	 -0.460589
-4.852543	  -0.252431	 -0.267040
-0.450624	  -1.578910	 0.438737
4.713994	  9.411996	 -0.284047
-3.247225	  -1.960383	 -0.494236
1.739175	  0.360337	 0.397162
-1.350301	  -2.227489	 -0.100798
10.274486	  2.694726	 -0.261714
6.781294	  3.229861	 0.250109
12.104716	  -0.099065	 -0.098040
-7.311333	  -0.286036	 0.363520
-1.754916	  -1.911828	 -0.112249
-7.420642	  -2.810261	 0.133201
